artist,track,seeds,genre,clean_text
Tom Lehrer,Whatever Became Of Hubert?,"['wry', 'elegant']",comedy,wonder many people tonight remember hubert humphrey used senator time time read something pinning medal somebody making speech every read something one columns whatever became deanna durbin hubert humphrey became quite issue last winter time winston funeral president johnson ill go somebody suggested send hubert said hubert america singing whatever became hubert anyone heard thing shone sits home alone waits phone ring fiery liberal spirit ah speaks must clear second fiddle hard part know even give bow must protest treatment hubert says newspaper reader someone remarked schubert take us lieder sorry whatever became hubert miss tell us please sad cross gathering moss wait boss sneeze lyndon recalling vp say unto like unto dream staging coup hubert happened
Fiona Apple,Werewolf,"['angry', 'bitter', 'sad']",indie pop,could liken werewolf way left dead admit provided full moon could liken shark way bit head waving around bleeding open wound super guy second get away like wishing well bolt electricity could still support got ta avoid nothing wrong song ends minor key nothing wrong song ends minor key lava volcano shot hot sea one thing leads another made island could liken chemical way made compound compound chemical inevitable would mix could liken lot things always come around end sensible girl know fiction fix super guy second get away like wishing well bolt electricity could still support got ta avoid nothing wrong song ends minor key nothing wrong song ends minor key
Robbie Williams,Love Calling Earth,"['eccentric', 'bittersweet', 'poignant']",british,love calling earth know much hurts die overnight wind candlelight controlled fear voices head hear please hurt learn give love loved return heaven falling rather run jump away see burn feel could die sleep kiss cheek say goodbye sorry please hurt love calling earth know much hurts die overnight wind candlelight controlled fear voices head hear sorry please hurt could see mother eye would begin realise places ever scared half death somewhere sorry please
Cake,Mr. Mastodon Farm,"['trippy', 'quirky']",alternative,birds fall window ledge mine flap wings last second see birds fall window ledge mine flap wings last second see dead weight dropping like stones small loaves bread past window time unless get walk across room peer see last second curves toward horizontal flight birds falling ledge like stones due construct mind makes falling flight symbolic entire existence becomes important get see last second curves toward flight almost life fall unless see ascent mastodon farm mastodon farm cuts swatches material mastodon farm mastodon farm cuts swatches material birds fall window ledge mine flap wings last second said birds fall window ledge mine flap wings last second unless get walk across room peer wo see last second curves toward horizontal flight birds falling ledge like stones due construct mind makes falling flight symbolic entire existence becomes important get see last second curves toward flight almost like life fall life fall unless see ascent mastodon farm mastodon farm cuts swatches material mastodon farm mastodon farm cuts swatches material mastodon farm mastodon farm cuts swatches material
Counting Crows,Mrs. Potter's Lullaby,['fun'],rock,well woke cause hurts dream never know anyone party always host dreams like movies memories films ghosts never escape move south coast well idiot walking tightrope fortune fame acrobat swinging trapezes circles flame never stared distance life shame though never forget face sometimes ca remember name hey potter cry hey potter know hey potter wo talk well piece maria every song sing price memory memory sorrow brings always one last light turn one last bell ring last one circus lock everything elephants get forget remember said ghosts linger inside head ferris wheel junkies spin forever instead see blanket stars covers bed hey potter go hey potter know hey potter wo talk blue light reflections color mind sleep lovesick rejections accompany company keep razor perceptions cut little deep hey bleed well anyone need someone help sleep throw hand air swims beams brief interruption swirling dust sparkle jet stream well know know probably seem sure like find climb movie screen hey potter turn hey potter burn hey potter wo talk last king hollywood shatters glass floor orders another well wonder know get cause gave seat bar head door drove desert lie beneath bowl stars stand palace like last great pioneertown bars shout songs clang electric guitars see million miles tonight ca get far hey potter wo touch hey potter much hey potter wo talk
The Killers,Tidal Wave,['nostalgic'],indie,always trouble noncomplacent shotgun eyes shotgun eyes subtlety mystery like guys always taken reputation bad bad saturday night running shadow say heart ai ever broken think know going tidal wave tidal wave come rushing say life given nothing got another thing coming tidal wave tidal wave come rushing get warning sign keep distance old man old man story forbidden love got ta make stand middle early morning slip away slip away know best somewhere golden west oh yeah watch drive alive say heart ai ever broken think know going tidal wave tidal wave come rushing say life given nothing got another thing coming tidal wave tidal wave come rushing tidal wave tidal waves caught track come tomorrow cause ca go back come together ca see tidal wave gon na cover tidal waves caught track come tomorrow cause ca go back come together ca see tidal wave gon na cover cover ca go back ca see
Sia,Soon We'll Be Found,['romantic'],singer-songwriter,come along break day surely things say time telling tales come along wont long return happy shut eyes lies world call sleep let desert day hurt tomorrow free let fight tired ca sleep tonight turn away nothing left say turn around know lost soon found well rough fine work yeah survive must let bad times dictate come along wont long return happy shut eyes lies world call sleep let desert day work tomorrow free let fight tired ca sleep tonight turn away nothing left say turn around know lost soon found
Leonard Cohen,Alexandra Leaving,['smooth'],singer-songwriter,suddenly night grown colder god love preparing depart alexandra hoisted shoulder slip sentries heart upheld simplicities pleasure gain light formlessly entwine radiant beyond widest measure fall among voices wine trick senses deceiving fitful dream morning exhaust say goodbye alexandra leaving say goodbye alexandra lost even though sleeps upon satin even though wakes kiss say moment imagined stoop strategies like someone long prepared happen go firmly window drink exquisite music alexandra laughing firm commitments tangible honor evening honor restored say goodbye alexandra leaving alexandra leaving lord even though sleeps upon satin even though wakes kiss say moment imagined stoop strategies like someone long prepared occasion full command every plan wrecked choose coward explanation hides behind cause effect bewildered meaning whose code broken crucifix uncrossed say goodbye alexandra leaving say goodbye alexandra lost say goodbye alexandra leaving say goodbye alexandra lost
David Bowie,Don't Look Down,['nostalgic'],reggae,press control bookmark look look making sorta crazy sounds look know else came kneel empty battlefield hear crazy sound look central park shanty town always hear crazy sound new york shanty town always something else look went morning cemetery see old rudy valentino buried lipstick traces name never looked making crazy sounds central park shanty town always heard crazy sound always something else look see standing ca see clothes wear hear crazy sound ca look central park shanty town always heard crazy sound new york shanty town always something else look look look look wo bored wo look life piece cake hear crazy sound look central park shanty town always hear crazy sound new york shanty town always something else look look well look look
Townes Van Zandt,Tecumseh Valley,['narrative'],folk,name gave caroline daughter miner ways free seemed sunshine walked beside came spencer across hill said pa sent coal low soon snow would turn skies winter said come look work seeking favors dime day place stay turn hands labor times hard lord jobs tecumseh valley asked around job found tending bar gypsy sally saved enough get back home spring replaced winter dreams denied pa died word come spencer turned whorin streets lust inside many man returned lay beside found beneath stairs led gypsy sally hand died note cried fare thee well tecumseh valley name gave caroline daughter miner ways free seemed sunshine walked beside
Carly Simon,Pure Sin,['witty'],rock,barely see sneakers say got keep head painting portrait red velvet gown see demure discreet know know go street pure sin pure sin kind wo mind kind could trouble barely see sneakers know look pretty rough well bet get loaded get pretty tough pass caviar say hey baby want something eat know know go street pure sin pure sin kind wo mind kind could trouble barely see sneakers dripping paint place get right point splash right face see silly sweet know go street pure sin pure sin kind wo mind kind could trouble
Insane Clown Posse,Chicken Huntin',['scary'],hip-hop,chicken huntin violent j well heading southern trail going chicken huntin chopping redneck chicken necks ai saying nothing hillbilly stuck barrel eye boomshacka boomshacka hair jumps sky never liked chicken pot pie chopped chicken rye tell billy bob cut neck slice poke chop chop stab cut drunken hillbilly cut fucking eyes feed em aunt milly willy willy chicken neck chicken hunting got ta love hit twelve gauge bucket chicken nuggets laid grass little hound dog eat em fast last long man chicken head hits fan got blood guts fingers toes 3x sittin front row chicken show chorus going chicken huntin goin chicken huntin 3x cut motherfucking chicken right shaggy 2 dope let get chicken sandwich manwich finna wreck chicken neck chopping hilly billy bob billy chop motherfucking redneck silly peeked yard see seen chicken boy fucking sheep say mister mister fuck trying ah billy billy boo barrels mouth bullets head back neck shed boomshacka boom chop chop bang 2 dope ai thang cut chicken trigger clickin blow head feet still kickin last long man chicken head hits fan got blood guts fingers toes 3x sittin front row chicken show chorus 3x violent j went kentucky got lucky met bitch named bucky riding chicken milking cow hittin switches drop top low ride tractor plow shaggy 2 dope redneck fella moonshine sella hang neckbones chicken bones locked cellar yellow belly chicken plucker redneck fucker chorus 3x
Hooverphonic,Nirvana Blue,['sensual'],trip-hop,jumped open without knowing parachute would save quiet peaceful emotional nirvana blue cause taking easy landing rough tears smile even urge cry jumped open without knowing parachute would save quiet peaceful emotional nirvana blue portrait fading raw canvas remaining white page soul cause taking easy landing rough tears smile even urge cry portrait fading raw canvas remaining white page soul jumped open without knowing parachute would save quiet peaceful emotional nirvana blue cause taking easy landing rough tears smile even urge cry jumped open jumped open jumped open jumped open jumped open jumped open jumped open jumped open
Vangelis,The Little Fete,['spiritual'],electronic,take bottle wine go drink among flowers allways three counting shadow friend shimmering moon happily moon knows nothing drinking shadow never thirsty sing moon listens silence dance shadow dances festivities guests must depart sadness know go home moon goes shadow follows
Neil Young,Birds,"['melancholy', 'sad']",rock,lover another one hover beneath sun tomorrow see things never come today see fly away without shadow things know feathers fall around show way go nestled wings little one special morning brings another sun tomorrow see things never come today see fly away without shadow things know feathers fall around show way go
Emmylou Harris,Bluebird Wine,['cheerful'],country,baby brought highway poured right good liquor sink straightened crooked ways thinking made purely pleasure drank right hit stride right bat drunk bluebird wine baby running mornin says got million things yeah gone go get guitar write pretty song right hit stride right bat drunk bluebird wine baby says really love party get friends together feelin fine yeah friend mine worth habit belly full baby bluebird wine right hit stride right bat drunk bluebird wine yes right hit stride right bat drunk bluebird wine
Procol Harum,About To Die,['serious'],sad,die crowds applaud die resurrect light candle kingdom come light way savior son candle burning bright enough tear city die crowds reward die cheers ignore light candle kingdom come light way chosen one candle burned fire enough tear city die crowds applaud die resurrect light candle kingdom come light way savior son candle burning bright enough tear city
Primus,The Air Is Getting Slippery,"['manic', 'trippy']",alternative metal,incredibly hot today incredibly hot incredibly hot today incredibly hot air getting slipper surprise heart beats irregularly sweat fills eyes mind excrete make buck take heat take flying forgive hesitate incredibly hot today incredibly hot dogs barking merrily jerry sits high studied floyd property know pigs could fly want encore might hear luck rather play residents give forgive hesitate incredibly hot today incredibly hot fatty hell guy sweats like dancing mule likes hang checker gas chets knew high school sold enough crystal meth buy stepside truck ask twice say boy ai worth forgive hesitate incredibly hot today incredibly hot act perspiration far beyond control heat compels aspirate please try miss bowl sweatiness makes horny well darlin think luck clever banter gives urge fuck
John Martyn,Small Hours,"['elegiac', 'peaceful', 'soft']",singer-songwriter,taking time living solid air walking line living solid air know going inside tell hard hide living solid air painting blues looking solid air seeing looking solid air know going mind tell like find moving solid air know love friend follow anywhere even solid air stoning cold living solid air finding cold living solid air know going inside tell hard hide living solid air getting deep living solid air missing sleep moving solid air know going mind know like find moving solid air walking line walking solid air taking time walking solid air know going inside tell hard hide living solid air
Tom Lehrer,The Elements,['humorous'],comedy,antimony arsenic aluminum selenium hydrogen oxygen nitrogen rhenium nickel neodymium neptunium germanium iron americium ruthenium uranium europium zirconium lutetium vanadium lanthanum osmium astatine radium gold protactinium indium gallium iodine thorium thulium thallium yttrium ytterbium actinium rubidium boron gadolinium niobium iridium strontium silicon silver samarium bismuth bromine lithium beryllium barium holmium helium hafnium erbium phosphorus francium fluorine terbium manganese mercury molybdenum magnesium dysprosium scandium cerium cesium lead praseodymium platinum plutonium palladium promethium potassium polonium tantalum technetium titanium tellurium cadmium calcium chromium curium sulfur californium fermium berkelium also mendelevium einsteinium nobelium argon krypton neon radon xenon zinc rhodium chlorine carbon cobalt copper tungsten tin sodium ones news come harvard may many others discovered
Electric Light Orchestra,Laredo Tornado,"['soothing', 'dramatic', 'elaborate', 'lush', 'stylish', 'theatrical', 'earnest', 'passionate', 'complex', 'elegant', 'sophisticated', 'bittersweet', 'plaintive', 'reflective', 'searching', 'sentimental', 'slick', 'gutsy', 'sprawling', 'trippy']",classic rock,summer days go let bad clouds fill sky gone dream happy hunting ground wild buffalo played never saw rainy day looks like summer days ai coming back march april may june july took fall big chief lie cold wind blows cool cold make die mountain breeze ocean bay never saw rainy day looks like summer days ai coming back laredo tornado adios amigos dream world gone friends lovers west winter street ground air makes choke towers concrete hellish awoke city sky pouring rain never hope ease pain looks like summer days ai coming back laredo tornado adios amigos laredo tornado adios amigos
Adele,Turning Tables,['sad'],soul,close enough start war floor god knows fighting say always say ca keep turning tables thumb ca breathe wo let close enough hurt wo ask desert ca give think gave time say goodbye turning tables turning tables haunted skies see love lost ghost found braved hundred storms leave hard try never knocked ca keep turning tables thumb ca breathe wo let close enough hurt wo ask desert ca give think gave time say goodbye turning tables turning tables next time braver savior thunder calls next time braver savior standing two feet wo let close enough hurt wo ask desert ca give think gave time say goodbye turning tables turning tables turning tables yeah turning oh
Joni Mitchell,The Windfall,"['complex', 'poignant']",classic rock,elvis gave cars think cheap hard done live like star rent free suite big blue pool sun trips tropic shores clothes fancy stores want much want badly want everything nothing going church chant downfall chanting house friends want pillows bed visions head want much want badly want everything nothing land litigation courts like game shows take behind curtain jury cries going jackpot end perjured rainbow local justice even one good eye oh like blind saw took action began climb green clawed dissatisfaction hard guess end would mess want much want badly want everything nothing land mass frustration judges sleeping counting wooly little lawyers grinding teeth outside sleepless window hollywood sirens shrieking searchlit alley runs lost belief oh tangled lies scam spider web spit spun trees doors slam want head eat young alive jaguar drive lie much lie badly want everything nothing
Steely Dan,The Caves Of Altamira,['sophisticated'],jazz rock,recall small spent days alone busy world went found would climb garden wall candle hand hide inside hall rock sand stone ancient hand faded made alive worldly wonder often told never seen ever bound labor sea sky every man beast appeared friend real chorus fall wrote wall even hollywood heard call wrote wall understood sad design could wooly man without face beast without name nothin history see done memory rush step sun chorus
Morrissey,Sing Your Life,"['cheerful', 'calm', 'peaceful']",indie,sing life fool think words rhyme many others want oh sing life walk right microphone name things love things loathe oh sing life things love things loathe oh sing life oh sing life la sing life la sing life others sang life chance shine pleasure saying mean pleasure meaning sing oh make mistake friend end sing sing life things love sing life things loathe oh sing life things love things loathe sing life oh sing oh oh sing oh la sing life la sing life leave unsaid somewhere wasteland head oh head oh head oh head oh make mistake friend pointless life end go look truth lovely singing voice lovely singing voice sing stole notion sing life sing life sing life sing life oh sing oh oh sing sing life sing life sing life oh sing oh sing life sing life sing life sing life
Jackson Browne,Nothing But Time,"['sarcastic', 'sardonic', 'cynical']",rock,rolling two ninety five portland maine still high people feeling pain gon na make new jersey gon na set got bottle wine pass got broken white line still sober ai nothin time silver eagle new jersey line well rock roll band movie take pick ai bad work get got ta make stick getting kind sleep rolling motel trick bottle wine pass broken white line still sober whole lot time twilight zone friends mine
Leonard Cohen,Winter Lady,['melancholy'],folk,lady stay awhile night station way know lover well lived child snow soldier fought every man nights grew colder used wear hair like except sleeping weave loom smoke gold breathing quiet standing doorway chose journey long came upon highway traveling lady stay awhile night station way know lover
Robbie Williams,Cursed,['eccentric'],rock,dig polished nails dirt rip skirt wipe hurt know tears heart flirt danger stranger stupid look could read wrote book cursed since birth dear worst fears come true held hand got first tattoo naked penetrated told everyone slept thought liked would deny saint peter gon na unfaithful tell god got dirty angel cursed since birth dear worst fears come true babe first earth dear cause still cursed cursed like hush baby sleep love always cursed since birth dear worst fears come babe first earth dear cause still cursed cursed like hush baby sleep miss always
Grateful Dead,Maggie's Farm,['lazy'],country rock,well ai gon na work maggie farm ai gon na work maggie farm wake morning fold hands pray rain got head full ideas drivin insane shame way makes scrub floor ai gon na work maggie farm ai gon na work maggie brother ai gon na work maggie brother hands nickel hands dime asks grin havin good time fines every time slam door ai gon na work maggie brother ai gon na work maggie ai gon na work maggie well talks servants man god law everybody knows brains behind pa sixty eight says twenty four ai gon na work maggie ai gon na work maggie pa ai gon na work maggie father puts cigar face kicks bedroom window made bricks national guard hangs door ai gon na work maggie father ai gon na work maggie farm ai gon na work maggie farm try level best like everybody wants like sing slave get bored ai gon na work maggie farm
Dave Matthews Band,Warehouse,['playful'],rock,leaving warehouse frightens tied knots ca rest moment soon going slipping slow away hoping find something better got inside warehouse slips away hey reckless mind throw away playful beginning fumble around touches sure leave lights see black cat changing colors walk ladders swim tide turns around around hey found becoming one million slip crowd question found gap sidewalk keep sights black cat changing colors walk ladders swim tide choose turn sit life goes end tunnel tv set spot middle static fade statistic bit soon fade away fade away admit taste good hard believe end smell touch feel could rhythm ever quit bags packed plane hopefully heaven shut thinking clue gone forever sitting bones read whatever needing keep sights big bad black cat changing colors colors matter fade away admit seems full hard believe end warehouse bare nothing inside walls halls disappeared disappeared love love stay love love stay love love stay love love stay corner wondering change could better worry maybe things wo better warehouse warehouse love stay warehouse every man woman get alive blood seems poured hands angels trickle ground leaves warehouse bare empty heart numbered beat still echo empty room fear wells nothing seems enough defend going away
Warren Zevon,Renegade,"['sarcastic', 'sardonic', 'cynical']",rock,prayers never reach sky wounds never heal still say someday south rise man want see deal want grow old gracefully want go late old man road somewhere kneeling dust side interstate chorus renegade rebel days renegade rebel days hopelessly outnumbered lost cause along heard bugles call swore stand fall together right wrong ai seen reconstruction scorched earth around high school band played dixieland tore tattered flags banners chorus prayers never reach sky wars never end dreams refuse die next time would rather break bend chorus
Indigo Girls,Joking,['cheerful'],rock,said world magic laughing dancing bright side forget ego forget pride never compromise joking joking brother talked mothers kissed wounds fathers could sister would brother kissed like soldier headed war dying man know joking joking brother joking laughing joking brother dancing bright side gravel glass bottom feet bruised heels swollen street girls bars boys town bumping like pinball careless crowd said good friends hard come laughed bought beer corny cry well sentiment given oh sentiment lost shake smirk toss joking joking brother joking joking brother joking gravel glass bottom feet joking brother bruised heels swollen street kissed like soldier heading war joking dying man joking joking know dying man joking brother know joking brother one two three four ah yeah wide eyed laughing sha la dancing bright side sha la wide eyed laughing sha la dancing bright side
Iggy Pop,I Won't Crap Out,"['angry', 'resolute']",rock,standin shadow hating world keep wall around block herd placeto kills real quick got ta scrape concrete dick gon na live happily faraway place crap sun shine give us hug world sing like happy bug crap wo crap wo crap glad crazy keeps trying despise trendies know lying want stir real mud better pay real blood birds sing sweet melody couple green indifferent trees crap gon na know fine gon na write name violet star crap window door reason living crap material singers fade dust like forgotten merchants disgust crap wo crap never crap oh wo crap wo crap
R. Kelly,Number One Hit,['sensual'],soul,baby song life sweetest melody love making love eyes like singing perfect key number one hit number one hit number one hit number one hit number one hit number one hit number one hit number one hit got studio heaven perfect atmosphere guaranteed make platinum got ta come let make number one hit number one hit number one hit number one hit number one hit number one hit number one hit number one hit way put music symphony name like god gave perfect echo sent love way number one hit number one hit number one hit number one hit number one hit number one hit number one hit number one hit new york press rome vegas press way home music plays around world life smash since became number one hit
Evanescence,Thoughtless,['angry'],gothic rock,hate bound drowned thoughtless scheming try tear beat ground see screaming thumping pages fantasies pushing mercy see try take swing come gon na put ground ground ground trying make fun think funny fuck think take turn lashing want crying bloody front hate bound drowned thoughless scheming try tear beat ground see screaming thumbing pages fantasies smiling drown drown drown kill rape way raped pull trigger trying make fun think funny fuck think take turn lashing want crying bloody front hate bound drowned thoughtless scheming try tear beat ground see screaming friends gone died screamed cried gon na take gon na take gon na take gon na take hate bound drowned thoughtless scheming try tear beat ground see screaming hate bound drowned thoughtless scheming try tear beat ground see screaming
Nine Inch Nails,"Starfuckers, Inc.",['angry'],industrial,god sits back limousine god comes wrapper cellophane god pouts cover magazine god shallow little bitch trying make scene arrived time believe hype listened everyone know everyone right long works play game called insincerity starfuckers starfuckers starfuckers starfuckers every fucking thing little sold soul dare call whore suck drop go waste really bad know get past taste yeah ass kisser starfuckers starfuckers starfuckers starfuckers pain ever get without vain bet think song belong one chosen ones belong one beautiful ones
Tom Waits,Grapefruit Moon,['romantic'],blues,grapefruit moon one star shining shining heard tune pining honey ca see cause every time hear melody well something breaks inside grapefruit moon one star shining ca turn back tide never destination could get across became inspiration oh cost cause every time hear melody well something breaks inside grapefruit moon one star shining hide smoking cigarettes strive purity slip like stars obscurity cause every time hear melody well puts tree grapefruit moon one star shining see
Quicksand,Fazer,['pure'],post-hardcore,standing like sore thumb notice image different traits change quick follow clues guess like follow ups downs safe say ca tell sense aside left cold sight routine getting old blame indifference inside taken shapes selective find looking seconds peace mind pieces something hold job ca hold distracted seconds gone follow ups downs safe say ca tell sense aside left cold sight routine getting old blame indifference inside taken shapes selective find find needing find something everything hope find niche someday soon easy change phase move stand got keep face change plan wonder everything ok problem hesitation
Overkill,"Cold, Hard Fact",['cold'],thrash metal,come said comes come push n pulln back forth gain ground knockin n pound pound pound huh kickin screamin wac duct taped make sound sittin still take pow going hard bang bang bang shot bring longer live get give reaping first alive one survive creeping cold hard fact gon na get ya back yeah cold hard fact gon na put ya back yeah spittin blood teeth guts ya shoes kiss ass n born loose huh like blond tap dancin dali tied misery pow passing buck run outta luck weeping crossing line run time creeping cold hard fact gon na put ya back yeah cold hard fact gon na stick ya back yeah cold hard fact gon na put ya back yeah said yea jerk gon na put ya put ya cold hard fact gon na get ya back yeah cold hard fact gon na put ya back yeah cold hard fact gon na slip ya back yeah said yea jerk gon na put ya put ya going hard bang bang bang shot
Gary Numan,Remember I Was Vapour,['gloomy'],new wave,chorus nothing us nothing us remember vapor remember like remember liquid remember someone remember need others remember need oxygen remember need lovers remember need forget chorus remember human remember feel like remember reasons remember friends like remember grow tired remember could end remember memories remember need forget chorus
Annie,Mixed Emotions,"['wistful', 'yearning']",synthpop,next train see dawn picture us rain look gone want love want something ca give sure said true auh hah hah ever auh hah hah ever burning mixed emotions thinking somewhere burning mixed emotions thinking somewhere looking red red sky thinking days nights since saw fool wanting attention tell right heading wrong direction auh hah hah ever auh hah hah ever burning mixed emotions thinking somewhere burning mixed emotions thinking somewhere leave mixed emotions dreaming somewhere burning mixed emotions thinking hope somewhere love love illusion fly away love love illusion watch fly away illusion 4x auh hah hah 2x burning mixed emotions thinking somewhere burning mixed emotions thinking somewhere leave mixed emotions dreaming somewhere leave mixed emotions dreaming somewhere burning mixed emotions thinking somewhere auh hah hah
Indigo Girls,Back Together Again,['cheerful'],rock,leaving ai fair know parting ai people got move people got must back together never gon na lose friend growing free growing wild want know secret behind smile got ask tuesday child back together never gon na lose friend well guess highway got hold thinking crazy thoughts like going set free ai place know ai home going feel right til get us back behind microphones back together never gon na lose friend never gon na lose friend never gon na lose friend
The Beatles,Eleanor Rigby,['sad'],classic rock,ah look lonely people ah look lonely people eleanor rigby picks rice church wedding lives dream waits window wearing face keeps jar door lonely people come lonely people belong father mckenzie writing words sermon one hear one comes near look working darning socks night nobody care lonely people come lonely people belong ah look lonely people ah look lonely people eleanor rigby died church buried along name nobody came father mckenzie wiping dirt hands walks grave one saved lonely people come lonely people belong
Ed Sheeran,Cold Coffee,['sweet'],folk,like cold coffee morning drunk last nights whisky coke make shiver without warning make laugh joke stay forever could stay tell wrong tell right tell need loving hand help fall asleep tonight tell know tell tell fall love way want wake coffee morning prefers two lumps sugar tea outside day calling please go back sleep stay forever could stay tell wrong tell right tell need loving hand help fall asleep tonight tell know tell tell fall love way want love way wake goodness sake love enough tell wrong tell right tell need loving hand help fall asleep tonight tell know tell tell fall love way want tell wrong tell right tell need loving hand help fall asleep tonight
Fall Out Boy,Golden,['sad'],rock,cruel golden rule lives lived golden plated knew lights city heavy though carry karats everyone see saw god cry reflection enemies lovers time mothers raise babies stay away tongues sockets electric dreams sewage youth drowned spark teens knew lights city heavy though carry karats everyone see saw god cry reflection enemies lovers time mothers raise babies stay away pray grow
Old 97's,Question,"['romantic', 'sentimental']",acoustic,woke dream head fire nervous took park crossed arms lowered eyelids chorus someday somebody gon na ask question say yes life maybe tonight got question idea started cry said good way took hand walked back home took long way chorus
Bruce Springsteen,Drive All Night,['yearning'],rock,lost honey sometimes think lost guts wish god would send word send something afraid lose lying heat night like prisoners lives get shivers spine want hold tight chorus swear drive night buy shoes taste tender charms want sleep tonight arms tonight fallen angels waiting us street tonight calling strangers hear crying defeat let go let go let go dances dead go right ahead dry eyes girl let go bed baby baby baby chorus machines fire waiting edge town hire baby ca hurt us got got got got love got love wind rain snow wind rain got got love heart soul
Twenty One Pilots,Car Radio,"['intense', 'driving']",indie,ponder something great lungs fill deflate fill fire exhale desire know dire time today thoughts often ought replace slot bought somebody stole car radio sit silence sometimes quiet violent find hard hide pride longer inside sleeve skin scream reminding killed inside dream hate car driving hiding forced deal feel distraction mask real could pull steering wheel thoughts often ought replace slot bought somebody stole car radio sit silence ponder something terrifying time sound hide behind find course human existence one thing consists consistence battling fear oh dear know know oh deep please stop thinking liked better car sound things things work two two choose peace win fear lose faith sleep need pick one please faith awake awake us think us think alive try every rhyme come across like dying let know need try think thoughts often ought replace slot bought somebody stole car radio sit silence sit silence sit sit silence sit silence sit silence sit ponder something great lungs fill deflate fill fire exhale desire know dire time today thoughts often ought replace slot bought somebody stole car radio sit silence
Xiu Xiu,Hello From Eau Claire,['playful'],indie,know dumb say mind know stupid dream might think man loose tie knot button pants buy cigarettes pluck moustache read lame wish wo walk embarrassed sing plainly words love name pay bills unroll tights untuck untuck weep midnights loose tie knot button pants buy cigarettes pluck moustache pay debts rip tights humiliate face weep midnights
Depeche Mode,Halo,"['dark', 'atmospheric']",electronic,wear guilt like shackles feet like halo reverse feel discomfort seat head worse pain famine heart aching free ca see love luxuries worlds fall apart walls come tumbling though may deserve worth bring chains lips tragedy fall arms worlds fall apart walls come tumbling though may deserve worth
Radiohead,Last Flowers,"['melancholy', 'sad']",alternative,appliances gone berserk keep treading people toes little punk ca face evening straight ca offer escape houses move houses speak take get relief believe believe believe believe gon na talk wan na talk please interrupt sit back listen cause ca face evening straight ca offer escape houses move houses speak take get relief believe believe believe believe much bright powerful much bright powerful much bright powerful much
Devo,Blockhead,['quirky'],new wave,never leaves gap unfilled always pays time always fits bill comes well prepared cube top eight corners 90 degree angles flat top stares straight ahead stock parts blockhead never tips stands blockhead thinking man full grown comes well prepared cube top eight corners 90 degree angles flat top stares straight ahead snake eyes blockhead flat top stares straight ahead stock parts blockhead never tips stands blockhead thinking man full grown comes well prepared cube top blockhead blockhead eight comers blockhead 90 degree angles flat top blockhead stares straight ahead blockhead snake eyes blockhead blockhead blockhead cube top blockhead blockhead eight corners blockhead 90 degree angles flat top blockhead stares straight ahead blockhead stock parts blockhead blockhead blockhead
Twenty One Pilots,Fairly Local,['driving'],indie,fairly local around seen streets walking fairly local good people evil core say emotional want save kill truly truly chance tomorrow keep beat repeat yesterday dance yo song never radio even clique pick people vote proud emotional yo bulletproof black like funeral world around us burning cold proud emotional fairly local around seen streets walking fairly local good people evil core fight know emotional want save try know truly truly chance tomorrow switch beat avoid yesterday dance yo song never radio even clique pick people vote proud emotional yo bulletproof black like funeral world around us burning cold proud emotional fairly local around seen streets walking fairly local good people
Talking Heads,Drugs,"['spooky', 'druggy', 'hypnotic', 'spacey', 'trippy', 'quirky', 'tense']",new wave,see little dots smeared spots feels like murder alright somebody said much light pull shade alright minute two charged put feel like talking mess around feel mean feel charged electricity boys making big mess makes girls start laugh know talking boys worried girls shocked pick sound let drop nobody know talking charged kinda wooden barely moving study motion study fooled charged pretty intense charged put feel like talking mess around feel mean feel charged electricity
Adele,First Love,"['smooth', 'mellow']",soul,little say much time despite empty mouth words mind please wear face one smile lighten heart start cry forgive first love tired need get away feel try understand get close change mind please wipe look eyes bribing doubt simply tiring love dried stayed behind stay alive choke words always hide excuse first love need taste kiss someone new forgive first love tired bored say least lack desire forgive first love forgive first love forgive first love forgive first love forgive forgive first love forgive first love
Mazzy Star,Rhymes Of An Hour,"['dreamy', 'ethereal', 'atmospheric', 'calm']",indie,hear saying could tell ca believe troubles going home lie sleep deep know cold winter waitin turning cold things searchin know lie sleep deep think know rhymes hour going home ca believe nothing coming lie sleep deep know
Bonnie Raitt,Wounded Heart,['relaxed'],blues rock,wounded heart save though wanted brave never helped trouble like flood ragin veins amount love enough end pain tenderness time heal right gone wrong anger feel goes enough know love still take heart go fill listen hear angel wings heads near hovering waiting reach love falls apart rise wounded heart rise wounded heart
Dave Matthews Band,Jimi Thing,['ambitious'],rock,lately feeling low remedy seeking take taste come away something better want got need around reaching searching never stop say could keep floating get end tunnel mummy could keep floating get back take jimi thing keep swingin like show inside care like brother chaos rules sometimes walk sometimes god knows take bus care care bereaved feeling day gone back staring ceiling take drink sit back relax smoke mind makes feel better short time want got need around reaching searching never stop say could keep floating get end tunnel mummy could keep floating get back
